ID,age,profile_gender,tprofile_GOR,profile_education_level,tprofile_gross_household,ethnicity_R,tparent_1,tparent_2,tparent_97,tparent_98,Vote2019R,pastvote_EURef,new_socgrade,politics_scale_profile_update,respdate,W8,page1consentq,page2values1,page2values1_1,page2values1_2,page2values1_3,page2values1_4,page2values1_5,page2values1_6,page2values1_7,page2values1_8,page2values1_9,page2values1a,page2values1a_1,page2values1a_2,page2values1a_3,page2values1a_4,page2values1a_5,page2values1a_6,page2values1a_7,page2values1a_8,page2values1a_9,page3_splitgroups,page3vid_control,page3vid_threat,page3vid_hope,page3vid_justice,page4posttreatment1,page4posttreatment1_1,page4posttreatment1_2,page4posttreatment1_3,page4posttreatment1_4,page4posttreatment2,page4posttreatment2_1,page4posttreatment2_2,page4posttreatment2_3,page4posttreatment2_4,page4posttreatment2_5,page4posttreatment2_6,page4posttreatment3,page4posttreatment3_1,page4posttreatment3_2,page4posttreatment3_3,page4posttreatment3_4,page4posttreatment3_5,page4posttreatment3_6,page4posttreatment3_7,page4posttreatment3_8,page4posttreatment3_9,page4posttreatment3_10,page4posttreatment3_11,page4posttreatment3_12,page4posttreatment3_13,page4posttreatment3_14,page4posttreatment3_15,page4posttreatment3_16,page4posttreatment3_17,page4posttreatment3_18,page4posttreatment3_19,page4posttreatment3_20,page4posttreatment5,page4posttreatment5_1,page4posttreatment5_2,page4posttreatment5_3,page4posttreatment5_4,page4posttreatment5_5,page4posttreatment5_6,page5posttreatment6,page5posttreatment6_1,page5posttreatment6_2,page5posttreatment6_3,page5posttreatment6_4,page5posttreatment6_5,page5posttreatment6_6,page5posttreatment6_7,page5posttreatment6_8,page5posttreatment6_9,page5posttreatment6_10,page5posttreatment6_11,page5posttreatment6_12,page5posttreatment7_1,page5posttreatment7_2,page5posttreatment7_3,page5posttreatment7_4,page5posttreatment7_5,page5posttreatment7_6,page5posttreatment7_7,page5posttreatment7_8,page6posttreatment8,page6posttreatment8_1,page6posttreatment8_2,page6posttreatment8_3,page6posttreatment9scale,page6posttreatment9scale_strangers,page6posttreatment9ascale,page6posttreatment9ascale_government,page6posttreatment9bscale,page6posttreatment9bscale_parliament,page6posttreatment10,page6posttreatment10_1,page6posttreatment10_2,page6posttreatment10_3,page6posttreatment10_4,page6posttreatment10_5,page6posttreatment10_6,page6posttreatment11,page6posttreatment11_1,page6posttreatment11_2,page6posttreatment11_3,page6posttreatment11_4,page6posttreatment11_5,page6posttreatment11_6
44,82,2,6,18,5,1,2,1,2,2,1,2,1,6,4/23/2024,.774613757,1,1,6,5,6,6,6,6,4,1,3,1,6,3,6,4,2,3,2,1,2,1,1,-9,-9,-9,1,3,3,3,3,1,1,1,1,1,4,5,1,1,1,7,7,5,4,2,4,4,5,4,7,1,1,4,7,4,4,4,4,1,1,5,4,4,4,1,1,6,1,3,3,2,3,7,1,3,3,4,4,1,1,1,1,1,1,2,2,1,1,1,7,1,4,1,0,1,0,1,2,3,3,4,4,4,1,7,7,6,7,6,4
45,76,2,8,9,5,1,2,1,2,2,2,1,2,8,4/23/2024,1.265893594,1,1,6,6,6,6,6,6,4,3,5,1,6,6,5,6,5,4,3,2,3,4,-9,-9,-9,1,1,10,10,10,11,1,5,6,4,7,7,7,1,3,3,4,6,5,2,3,3,7,6,4,6,4,3,7,6,3,3,6,6,1,6,6,4,4,5,7,1,6,6,6,5,5,4,7,6,4,3,5,5,2,1,1,2,2,1,2,2,1,3,5,7,1,6,1,3,1,3,1,2,2,2,4,1,1,1,2,2,2,3,2,3
46,76,1,2,1,4,1,2,1,2,2,1,1,2,2,4/24/2024,1.068786819,1,1,6,5,6,6,5,6,6,1,3,1,6,6,6,6,3,6,3,2,2,2,-9,1,-9,-9,1,11,7,11,9,1,4,4,4,5,7,7,1,3,2,5,7,7,4,4,3,7,7,4,3,4,4,7,7,7,1,7,7,1,5,7,4,1,7,5,1,7,1,4,4,7,1,7,1,7,1,4,7,2,2,2,2,2,2,1,2,1,4,5,7,1,6,1,5,1,5,1,3,3,3,3,3,5,1,7,3,5,4,2,5
47,36,2,2,5,16,1,2,2,1,2,7,3,2,8,4/25/2024,.892750393,1,1,6,6,3,3,6,6,6,2,3,1,3,3,3,5,3,3,2,2,2,4,-9,-9,-9,1,1,7,8,7,9,1,1,3,1,2,7,2,1,3,2,4,5,4,4,4,4,5,5,4,3,3,2,6,5,4,3,6,6,1,4,4,4,4,4,4,1,4,4,4,4,4,4,5,3,4,4,4,3,1,1,1,2,2,2,2,2,1,5,4,4,1,4,1,4,1,4,1,5,3,5,3,3,3,1,5,6,5,6,4,4
48,51,1,9,16,7,1,1,2,2,2,1,2,1,7,4/24/2024,1.436227576,1,1,2,2,2,2,2,3,3,3,3,1,2,2,2,1,3,1,2,4,3,4,-9,-9,-9,1,1,7,1,1,1,1,4,6,7,7,1,4,1,1,2,7,7,3,4,5,5,7,7,2,1,6,6,3,3,4,6,2,2,1,7,7,4,4,4,1,1,1,6,7,1,1,7,1,7,1,7,1,7,2,2,2,2,2,2,1,2,1,5,2,7,1,5,1,4,1,3,1,1,1,1,1,1,1,1,4,6,5,5,6,2
49,67,1,7,20,14,1,2,1,2,2,1,2,1,8,4/23/2024,.757567922,1,1,3,3,4,5,4,2,4,4,3,1,3,3,3,4,4,4,4,3,3,1,1,-9,-9,-9,1,2,2,2,2,1,6,4,6,6,2,4,1,1,2,6,7,5,5,5,6,7,6,2,1,6,6,4,2,4,7,3,2,1,7,6,5,5,3,5,1,3,4,5,1,1,7,3,3,1,7,1,7,2,1,2,2,2,2,2,2,1,7,2,5,1,1,1,1,1,1,1,3,1,2,1,1,1,1,6,5,5,6,6,2
50,72,1,8,9,6,1,2,1,2,2,1,2,1,3,4/23/2024,1.064099831,1,1,6,6,6,6,3,4,6,2,3,1,3,6,5,2,5,5,3,3,3,2,-9,1,-9,-9,1,3,9,3,1,1,3,1,2,7,4,6,1,4,3,5,7,6,1,1,1,7,7,1,2,5,4,7,4,6,7,2,2,1,7,7,6,4,4,1,1,2,7,6,1,1,7,2,1,2,7,4,6,2,2,1,2,2,2,2,2,1,7,4,2,1,5,1,5,1,5,1,2,2,1,1,1,1,1,6,5,5,5,4,7
51,78,2,3,16,7,1,2,2,1,2,2,2,1,3,4/25/2024,.875812098,1,1,6,6,5,5,6,6,6,5,4,1,4,5,6,5,3,5,2,2,3,4,-9,-9,-9,1,1,11,6,10,6,1,2,1,2,2,6,6,1,1,1,7,7,5,2,3,5,5,5,7,7,1,1,7,7,1,1,7,7,1,1,1,1,5,7,4,1,7,1,1,7,6,1,7,1,6,2,6,1,2,1,1,1,2,1,2,2,1,7,1,7,1,6,1,0,1,4,1,4,4,4,4,3,3,1,3,3,3,3,3,5
52,47,2,7,16,17,2,2,2,1,2,2,1,1,2,4/26/2024,.539889585,1,1,6,6,5,4,4,5,6,2,3,1,6,4,6,3,5,5,5,4,2,3,-9,-9,1,-9,1,8,8,6,7,1,1,1,1,1,7,7,1,1,1,7,7,5,4,5,4,7,6,3,3,5,4,4,4,5,5,4,4,1,7,4,3,4,3,4,1,7,4,7,5,7,1,7,3,4,4,4,7,1,1,2,2,2,2,2,2,1,3,4,5,1,6,1,2,1,3,1,4,4,4,4,4,4,1,4,5,3,7,5,7
53,75,1,6,19,16,1,2,1,2,2,1,2,2,5,4/24/2024,.97728353,1,1,4,2,3,2,2,5,3,5,2,1,2,5,2,3,3,4,5,4,4,1,1,-9,-9,-9,1,1,1,6,8,1,5,6,1,3,1,7,1,2,2,6,6,4,2,5,6,4,4,3,4,4,2,7,5,4,5,4,6,1,4,3,6,5,4,2,1,4,3,4,2,1,6,4,2,5,4,2,6,2,2,1,2,2,2,2,2,1,6,3,3,1,2,1,4,1,2,1,5,5,5,5,2,5,1,6,5,5,5,5,3
54,69,1,10,18,17,1,2,2,2,1,1,2,1,5,4/24/2024,.464508384,1,1,2,2,2,4,4,2,2,2,2,1,3,2,3,2,2,1,2,1,1,3,-9,-9,1,-9,1,11,11,1,1,1,4,4,4,4,4,4,1,1,1,7,7,4,4,4,4,4,4,4,4,7,4,7,4,5,4,4,4,1,1,4,4,1,4,1,1,1,4,7,1,1,7,1,7,1,7,1,1,2,2,2,2,2,2,1,2,1,5,1,4,1,5,1,0,1,0,1,1,1,1,1,1,1,1,4,5,4,4,3,1
55,61,1,5,18,2,1,2,1,2,2,7,3,2,4,4/23/2024,.432345253,1,1,6,6,4,4,4,6,6,3,4,1,6,3,5,6,5,4,4,2,2,2,-9,1,-9,-9,1,8,5,6,5,1,5,4,5,3,4,4,1,4,5,4,6,5,3,4,4,6,7,4,4,4,3,5,5,3,3,5,5,1,6,4,4,5,5,5,1,7,1,4,4,6,1,7,6,7,1,4,7,2,1,1,1,2,1,2,2,1,5,3,5,1,3,1,7,1,7,1,3,3,3,3,3,3,1,5,5,5,4,5,3
56,39,2,7,17,13,1,2,2,1,2,2,1,1,2,4/24/2024,.628932866,1,1,4,4,2,2,4,6,6,2,3,1,3,2,4,4,4,4,3,2,3,4,-9,-9,-9,1,1,10,8,8,7,1,2,3,2,2,5,5,1,2,2,6,6,2,1,5,5,1,2,6,6,1,1,6,7,2,2,6,6,1,1,1,1,2,6,1,1,7,2,1,6,6,2,6,2,5,2,6,1,2,1,1,1,2,1,2,2,1,5,3,5,1,6,1,3,1,4,1,3,3,3,3,3,3,1,4,4,4,5,4,5
57,71,2,2,5,3,1,2,2,1,2,7,2,2,8,4/25/2024,.979103841,1,1,5,6,5,3,5,5,5,2,2,1,4,2,4,4,3,2,2,2,2,4,-9,-9,-9,1,1,8,8,7,6,1,2,2,4,4,5,4,1,1,1,6,7,4,3,4,4,4,5,4,6,2,3,5,5,4,3,5,5,1,2,4,2,3,4,5,1,5,4,3,6,5,3,6,3,5,3,4,3,2,2,1,2,2,1,2,2,1,6,4,6,1,5,1,2,1,0,1,3,4,4,5,3,4,1,3,5,3,6,2,5
58,60,1,10,9,4,1,2,1,2,2,4,2,2,8,4/26/2024,2.62226439,1,1,3,5,6,5,3,5,3,2,2,1,5,3,2,2,2,2,2,2,2,3,-9,-9,1,-9,1,8,8,11,7,1,5,5,4,4,3,3,1,4,4,5,6,6,7,2,1,7,7,3,4,4,6,5,5,5,4,5,4,1,6,7,5,5,5,6,1,5,2,5,2,1,5,6,4,3,4,1,7,2,2,2,1,2,2,2,2,1,7,7,5,1,0,1,5,1,3,1,3,3,3,2,2,2,1,5,7,5,7,4,6
59,70,2,9,16,6,1,2,1,2,2,1,2,1,4,4/23/2024,.774613757,1,1,6,6,6,6,6,6,6,4,6,1,6,6,6,6,6,6,5,3,4,3,-9,-9,1,-9,1,11,11,11,11,1,5,7,3,4,7,7,1,5,5,5,7,7,5,5,5,5,2,7,7,4,5,5,7,5,5,5,7,1,7,3,1,7,5,5,1,7,1,7,7,4,4,7,3,4,3,4,4,2,2,2,1,2,2,2,2,1,3,1,7,1,6,1,7,1,7,1,5,5,1,4,5,5,1,7,4,4,7,4,4
60,73,1,2,1,4,1,2,1,2,2,2,1,2,3,4/24/2024,.903611172,1,1,6,5,4,5,6,4,5,3,2,1,5,5,5,5,5,5,5,5,2,3,-9,-9,1,-9,1,11,6,8,11,1,4,2,1,2,7,6,1,2,2,5,7,6,4,4,4,5,4,6,7,3,2,7,7,3,4,6,7,1,6,4,4,5,7,6,1,6,1,4,3,3,4,6,2,3,6,2,6,2,1,1,1,1,1,2,2,1,5,5,5,1,7,1,1,1,2,1,4,4,4,4,4,3,1,4,4,4,4,4,4
61,37,2,10,17,17,1,2,2,1,2,1,2,1,5,4/23/2024,.754025042,1,1,5,5,5,6,5,4,6,2,6,1,6,6,5,6,5,6,6,4,5,4,-9,-9,-9,1,1,1,1,5,8,1,5,3,5,5,3,3,1,4,4,5,5,6,6,2,2,7,7,2,2,5,2,5,5,2,5,4,3,1,6,7,5,3,4,3,1,6,7,2,3,2,5,6,1,3,4,1,5,2,2,1,2,2,1,2,2,1,5,1,6,1,4,1,6,1,6,1,3,3,3,3,1,5,1,5,5,3,5,3,1
62,78,2,2,9,17,1,2,1,2,2,7,2,2,5,4/25/2024,.746436171,1,1,4,2,5,6,6,6,5,3,1,1,2,4,6,6,3,5,1,2,1,3,-9,-9,1,-9,1,1,1,1,1,1,2,5,4,5,6,5,1,2,1,7,6,5,2,2,2,4,4,4,4,4,1,7,7,7,4,5,7,1,1,2,1,4,4,4,1,4,4,4,4,4,4,4,2,3,4,1,7,2,2,2,2,2,2,1,2,1,4,3,5,1,8,1,1,1,1,1,5,3,3,3,2,1,1,4,6,3,4,4,1
63,50,1,6,17,15,1,1,2,2,2,3,1,1,3,4/26/2024,1.000475996,1,1,6,6,4,2,5,6,6,6,6,1,3,2,5,6,6,5,4,4,5,4,-9,-9,-9,1,1,9,9,11,7,1,1,2,1,1,6,7,1,1,2,7,7,3,3,7,6,3,5,5,6,1,1,6,6,3,2,6,7,1,4,4,2,4,5,4,1,7,2,1,7,7,1,7,1,7,1,5,1,2,1,1,2,2,1,2,2,1,5,2,6,1,3,1,0,1,1,1,3,3,4,1,1,3,1,3,7,5,5,5,3
64,39,1,6,11,10,1,1,2,2,2,1,3,1,8,4/24/2024,3.080352611,1,1,6,6,6,3,6,6,4,4,1,1,6,3,6,6,3,3,1,1,1,4,-9,-9,-9,1,1,8,7,7,7,1,1,2,4,1,7,7,1,5,5,3,6,5,2,2,2,5,2,4,6,3,2,6,7,4,3,6,7,1,4,5,1,4,4,4,1,6,3,4,6,5,2,6,2,7,4,4,2,2,2,2,2,2,2,1,2,1,5,6,2,1,7,1,7,1,7,1,5,4,4,1,1,5,1,2,2,1,4,1,1
65,61,2,6,8,2,1,2,2,1,2,1,2,1,8,4/24/2024,1.225042346,1,1,6,6,6,4,5,6,4,1,1,1,3,3,5,6,3,3,2,2,2,3,-9,-9,1,-9,1,11,11,11,6,1,1,1,5,1,7,7,1,3,4,5,7,5,1,5,4,4,5,3,4,1,4,7,7,5,1,7,7,1,4,6,5,4,5,5,1,7,1,2,7,7,1,7,1,3,3,5,2,2,2,1,2,2,2,2,2,1,5,4,7,1,4,1,6,1,6,1,3,3,3,3,3,3,1,3,3,3,5,4,5
66,65,2,2,4,4,1,2,2,1,2,1,2,2,6,4/26/2024,1.314695475,1,1,5,4,4,6,5,1,4,3,3,1,3,6,4,1,1,3,2,1,1,2,-9,1,-9,-9,1,1,11,1,6,1,5,1,4,1,5,7,1,4,4,4,7,7,6,4,1,5,7,1,4,6,6,7,5,7,7,1,4,1,7,7,7,4,7,3,1,2,2,4,4,1,4,7,4,4,4,1,7,2,2,2,2,2,2,1,2,1,5,3,6,1,3,1,5,1,5,1,5,5,3,3,5,5,1,5,6,6,6,4,7
67,63,1,1,17,17,1,2,2,1,2,2,1,1,2,4/24/2024,.876254343,1,1,5,6,5,3,4,6,6,1,2,1,5,2,4,6,2,2,1,1,1,2,-9,1,-9,-9,1,9,7,10,5,1,4,4,4,5,4,4,1,3,4,5,5,5,3,5,4,5,5,4,3,2,1,6,7,2,1,7,7,1,3,1,1,4,3,2,1,6,2,2,6,4,1,5,1,4,2,5,1,2,1,1,2,2,2,2,2,1,3,2,3,1,5,1,4,1,5,1,1,3,3,3,1,3,1,3,3,3,5,3,2
68,43,1,6,16,13,2,1,2,2,2,2,2,1,4,4/24/2024,.95828851,1,1,3,3,2,2,3,5,5,4,2,1,2,1,3,6,4,4,1,2,2,1,1,-9,-9,-9,1,9,6,8,6,1,4,4,6,2,2,3,1,1,2,6,7,3,1,5,5,6,5,4,3,1,1,7,7,1,2,7,6,1,7,1,1,1,4,6,1,7,1,1,7,7,1,7,1,7,1,4,4,2,1,1,2,2,2,2,2,1,5,7,6,1,5,1,3,1,3,1,5,4,4,3,2,2,1,2,4,5,6,5,5
69,57,2,6,11,14,1,2,1,2,2,1,1,1,4,4/23/2024,.523341194,1,1,5,5,5,2,5,5,5,2,5,1,4,2,5,6,5,5,2,2,3,4,-9,-9,-9,1,1,7,5,10,6,1,5,5,4,5,5,3,1,4,4,5,5,3,3,5,3,6,7,5,4,5,4,5,5,4,5,4,5,1,7,7,3,6,5,5,1,5,4,3,4,4,3,5,3,4,4,2,4,1,1,1,2,2,1,2,2,1,3,3,4,1,6,1,6,1,6,1,3,3,2,3,3,3,1,5,5,4,4,5,4
70,82,2,5,14,6,1,2,1,2,2,2,1,1,2,4/23/2024,1.08038722,1,1,4,2,4,5,5,5,4,2,3,1,4,5,5,5,5,4,3,3,4,1,1,-9,-9,-9,1,10,8,9,5,1,2,2,2,2,6,6,1,2,2,6,7,5,2,5,5,4,6,5,6,2,1,7,6,5,5,6,6,1,3,3,2,4,5,3,1,6,2,2,6,5,6,7,2,6,2,6,1,2,1,1,2,2,2,2,2,1,3,2,3,1,5,1,2,1,7,1,3,4,3,4,3,5,1,2,5,1,3,5,3
71,79,2,8,4,3,1,2,1,2,2,3,2,2,8,4/24/2024,1.098434459,1,1,4,3,3,3,6,4,4,1,2,1,3,3,5,4,1,3,1,1,1,3,-9,-9,1,-9,1,11,6,1,6,1,1,2,4,1,6,7,1,1,1,7,7,4,4,4,4,5,4,5,7,1,4,7,7,1,4,5,7,1,1,7,4,4,4,4,1,4,4,4,4,1,7,4,4,1,7,1,7,2,2,2,2,2,2,1,2,1,7,4,6,1,4,1,0,1,0,1,5,5,5,5,1,1,1,4,5,5,5,4,4
72,63,2,5,5,5,1,2,2,1,2,1,2,2,8,4/26/2024,1.813099903,1,1,6,6,6,2,4,6,5,2,2,1,3,1,3,6,6,2,2,3,3,3,-9,-9,1,-9,1,4,3,5,4,1,1,4,4,1,4,7,1,1,1,7,7,1,1,7,6,5,4,4,4,4,4,5,7,5,1,5,5,1,6,5,1,6,5,5,1,7,1,4,4,3,5,7,1,4,1,1,7,2,2,1,2,2,2,2,2,1,5,4,7,1,5,1,1,1,1,1,5,4,5,4,4,4,1,2,5,4,5,3,6
73,56,1,5,8,7,2,2,2,1,2,2,1,1,4,4/24/2024,.63330132,1,1,3,3,4,3,4,4,3,4,2,1,4,5,5,3,3,4,1,1,2,1,1,-9,-9,-9,1,4,6,3,7,1,4,5,5,4,3,4,1,3,4,6,6,4,2,4,2,2,4,4,4,3,4,4,5,6,4,6,4,1,6,1,1,4,4,1,1,7,2,4,3,3,5,5,5,2,4,5,3,2,1,2,2,2,1,2,2,1,3,3,6,1,6,1,6,1,7,1,3,1,4,2,2,3,1,5,4,3,4,6,5
74,56,1,9,18,11,1,1,2,2,2,1,2,1,4,4/23/2024,.570064686,1,1,3,3,4,4,4,3,5,2,1,1,5,3,5,2,3,4,2,3,3,4,-9,-9,-9,1,1,3,6,1,4,1,6,5,7,6,1,2,1,1,2,7,7,6,7,1,2,6,7,1,3,5,5,3,4,7,7,4,3,1,5,5,5,4,1,1,1,1,7,7,1,1,7,1,6,2,7,1,6,2,2,2,2,2,2,1,2,1,5,1,3,1,3,1,2,1,1,1,1,1,1,1,1,1,1,7,5,6,6,4,2
75,73,2,6,5,9,1,2,1,2,2,1,2,1,6,4/24/2024,.926475029,1,1,4,4,4,4,4,4,4,1,3,1,4,4,4,5,1,3,3,2,2,3,-9,-9,1,-9,1,3,6,6,9,1,2,5,2,4,6,5,1,4,3,5,6,5,3,3,3,5,5,5,3,4,2,5,5,3,3,5,5,1,4,4,3,4,5,4,1,5,4,5,3,4,5,5,2,3,5,4,5,2,2,1,2,2,2,2,2,1,3,4,5,1,997,1,6,1,4,1,2,2,2,5,5,3,1,3,3,4,5,4,3
76,90,2,6,1,16,1,2,1,2,2,1,2,1,8,4/24/2024,.926475029,1,1,6,6,6,6,5,4,6,3,3,1,4,6,6,6,6,5,2,3,3,2,-9,1,-9,-9,1,11,9,11,6,1,4,4,4,1,7,6,1,1,1,7,7,7,5,1,1,4,5,4,3,4,3,4,5,5,4,5,5,1,4,6,4,3,4,6,1,4,7,2,7,5,4,7,1,5,2,4,4,2,2,1,2,2,1,2,2,1,5,7,4,1,5,1,0,1,0,1,5,4,5,4,3,4,1,7,5,5,6,5,7
77,65,1,6,9,5,1,2,2,1,2,7,1,2,6,4/23/2024,.58339311,1,1,3,3,6,5,5,3,4,3,6,1,6,6,5,4,3,3,5,4,4,3,-9,-9,1,-9,1,4,4,3,6,1,6,7,6,6,4,3,1,3,2,4,6,7,4,1,6,7,7,2,1,6,5,2,3,7,6,4,4,1,7,7,7,6,5,4,1,7,1,7,1,1,7,1,1,1,7,1,7,2,2,2,2,2,2,1,2,1,7,1,5,1,5,1,7,1,7,1,3,2,1,1,1,1,1,1,7,6,5,6,5
78,80,1,8,9,5,1,2,1,2,2,4,2,1,5,4/23/2024,.282017935,1,1,6,4,6,6,5,5,6,3,4,1,2,3,5,4,5,5,4,2,3,1,1,-9,-9,-9,1,6,11,7,7,1,4,4,4,5,4,5,1,1,1,7,7,5,2,2,3,6,6,2,3,5,4,6,4,4,4,5,5,1,5,6,5,4,4,4,1,4,4,6,2,2,5,3,5,5,6,1,7,2,2,2,2,2,2,1,2,1,7,3,6,1,3,1,0,1,0,1,5,4,2,5,5,4,1,6,5,4,6,4,7
79,62,1,2,3,17,1,2,1,2,2,1,2,2,3,4/23/2024,.808938654,1,1,4,4,4,4,4,4,4,3,2,1,5,4,4,5,4,5,2,2,2,4,-9,-9,-9,1,1,7,8,7,6,1,4,5,4,1,4,3,1,3,2,6,5,6,4,3,2,5,6,3,2,4,5,4,7,5,2,6,7,1,6,5,4,5,7,6,1,7,1,5,4,4,5,5,1,5,5,5,6,2,2,1,2,2,2,2,2,1,6,4,5,1,5,1,1,1,0,1,1,2,2,1,1,1,1,6,6,6,6,5,2
80,38,1,8,1,2,4,2,2,1,2,3,1,2,2,4/24/2024,.73445328,1,1,5,4,3,1,4,5,6,1,1,1,2,3,3,5,5,3,1,1,1,2,-9,1,-9,-9,1,8,7,7,3,1,4,1,4,1,2,4,1,2,3,4,5,3,1,5,5,4,4,7,5,1,1,7,7,1,1,7,7,1,1,1,1,4,4,3,1,7,1,1,7,6,1,6,1,6,1,4,1,2,1,2,2,2,2,2,2,1,6,1,7,1,3,1,0,1,3,1,5,5,5,3,5,5,1,4,6,5,5,5,4
81,71,2,8,1,17,1,2,2,1,2,7,2,2,8,4/24/2024,.71762139,1,1,6,6,6,6,6,6,4,4,3,1,6,4,6,6,6,6,6,4,6,2,-9,1,-9,-9,1,11,11,11,11,1,1,4,1,4,7,4,1,5,1,7,4,4,4,7,4,5,7,7,1,4,2,1,7,4,5,5,4,1,4,7,7,7,4,7,1,5,4,4,4,7,4,4,4,4,7,1,7,2,1,2,1,2,2,2,2,1,7,7,7,1,0,1,5,1,0,1,4,5,5,4,4,4,1,4,7,1,7,1,7
82,68,1,3,14,10,1,2,1,2,2,1,2,1,3,4/23/2024,1.084879563,1,1,5,4,4,4,3,2,3,2,3,1,3,3,4,3,2,2,3,2,3,3,-9,-9,1,-9,1,8,8,7,6,1,2,7,3,3,5,6,1,3,2,6,6,5,4,3,3,6,5,4,6,4,5,6,5,5,6,5,6,1,6,5,5,6,3,7,1,7,2,3,3,1,7,6,6,4,7,6,5,2,2,1,2,2,1,2,2,1,5,4,6,1,4,1,3,1,4,1,3,3,3,4,2,3,1,5,2,4,5,2,4
83,70,1,1,18,2,1,2,2,1,2,2,1,2,2,4/23/2024,.755497582,1,1,6,4,6,4,6,6,6,2,1,1,6,3,6,6,5,1,1,2,2,3,-9,-9,1,-9,1,11,1,9,1,1,1,7,1,1,7,7,1,1,1,7,7,3,1,4,2,5,4,6,7,2,1,7,7,1,1,7,7,1,1,2,6,6,4,7,1,7,2,2,7,4,3,7,4,4,1,5,4,2,2,2,1,2,2,2,2,1,7,1,7,1,0,1,0,1,0,1,4,4,4,4,4,4,1,7,7,7,4,5,4
84,77,1,4,18,6,1,2,1,2,2,1,2,1,6,4/23/2024,1.131516033,1,1,6,5,6,6,5,5,5,5,5,1,5,5,5,4,4,5,4,4,3,4,-9,-9,-9,1,1,6,7,5,5,1,6,5,6,5,2,3,1,2,4,6,6,6,6,2,2,6,6,2,2,6,5,5,5,3,5,5,6,1,6,6,5,6,5,3,1,2,6,7,1,1,7,2,1,2,7,1,6,2,2,1,2,2,2,2,2,1,6,5,6,1,7,1,4,1,6,1,1,1,1,4,1,3,1,6,6,6,6,6,5
85,70,1,9,17,5,1,2,1,2,2,3,1,1,4,4/24/2024,.408943381,1,1,3,4,2,2,5,5,4,1,2,1,5,2,4,5,2,3,2,1,1,3,-9,-9,1,-9,1,8,3,3,4,1,3,2,2,2,6,6,1,4,3,6,6,3,2,6,6,5,5,5,3,5,4,6,3,4,3,4,5,1,4,3,3,4,4,4,1,6,2,4,4,2,4,4,2,4,4,4,4,2,2,2,2,2,2,1,2,1,5,4,4,1,5,1,2,1,2,1,3,3,3,3,3,3,1,5,5,5,5,5,4
86,58,1,3,18,10,1,2,2,1,2,2,2,1,3,4/23/2024,.770900604,1,1,6,6,6,5,6,6,6,2,2,1,4,5,6,6,3,3,3,2,2,1,1,-9,-9,-9,1,10,9,10,4,1,3,2,4,4,5,5,1,4,5,4,5,4,5,3,3,4,4,4,4,2,1,5,6,3,1,6,6,1,1,1,1,4,6,4,1,7,2,1,6,6,1,7,1,5,1,6,1,1,1,1,1,1,1,2,2,1,3,3,3,1,7,1,4,1,6,1,3,4,3,3,3,3,1,2,3,4,4,3,4
87,74,2,5,16,8,1,2,1,2,2,3,1,1,4,4/23/2024,.57465173,1,1,6,6,4,6,5,5,5,2,5,1,4,4,5,5,3,3,3,2,3,2,-9,1,-9,-9,1,8,9,9,4,1,5,2,4,2,4,7,1,3,4,5,5,5,4,5,6,6,5,3,5,6,4,5,6,5,4,7,6,1,7,4,5,5,5,7,1,6,3,4,3,3,5,7,1,4,3,6,3,2,1,2,1,2,2,2,2,1,4,1,5,1,5,1,7,1,6,1,3,3,1,4,4,3,1,5,5,4,5,5,4
88,57,2,5,16,17,1,2,1,2,2,7,1,1,8,4/23/2024,.363217377,1,1,5,5,5,4,5,5,4,2,1,1,5,4,5,4,3,2,1,2,2,2,-9,1,-9,-9,1,5,6,7,4,1,5,3,5,2,2,3,1,3,3,5,6,4,3,3,3,3,3,5,5,2,1,5,6,3,2,6,7,1,2,4,2,4,5,2,1,5,2,3,4,5,4,5,1,4,3,4,3,1,2,1,2,2,2,2,2,1,5,5,6,1,6,1,2,1,3,1,3,3,3,3,3,3,1,4,3,3,5,4,2
89,42,2,8,11,14,1,1,2,2,2,1,1,1,5,4/23/2024,.599642889,1,1,4,4,4,4,4,4,4,1,3,1,5,5,3,5,1,3,3,1,4,2,-9,1,-9,-9,1,6,6,9,8,1,3,3,4,1,4,6,1,5,4,5,5,5,5,2,4,7,7,4,1,3,7,4,4,6,5,1,2,1,4,6,4,4,4,4,1,6,2,7,4,4,4,6,2,4,2,2,4,2,1,2,1,2,2,2,2,1,3,5,3,1,1,1,5,1,5,1,5,5,5,1,1,1,1,4,6,4,7,4,4
90,66,2,2,11,3,1,2,1,2,2,7,2,1,4,4/23/2024,.448385818,1,1,3,3,3,3,6,6,6,2,2,1,6,4,4,6,4,5,3,2,2,2,-9,1,-9,-9,1,6,6,6,6,1,6,7,4,6,2,1,1,1,1,7,7,7,4,4,4,7,7,4,7,7,7,4,4,4,6,1,4,1,4,7,7,7,7,1,1,1,7,7,4,1,7,1,4,1,7,1,7,2,1,2,2,2,2,2,2,1,7,1,4,1,0,1,0,1,0,1,3,3,1,3,1,3,1,7,7,7,7,7,4
